100,102
102,103
104,103
106,103
108,103
110,102
112,101
113,99
114,97
115,95
115,93
116,91
117,89
118,87
118,85
119,83
120,81
120,79
121,77
122,75
122,73
123,71
124,69
124,67
125,65
126,63
126,61
127,59
128,57
128,55
129,53
130,51
131,49
131,47
132,45
133,43
133,41
134,39
135,37
135,35
136,33
137,31
137,29
138,27
139,25
139,23
140,21
140,19
140,17
139,15
137,14
135,14
133,13
131,13
129,13
127,14
126,16
125,18
125,20
124,22
123,24
122,26
122,28
121,30
120,32
120,34
119,36
118,38
118,40
116,40
114,40
112,40
110,40
108,40
106,40
104,40
102,40
100,40
98,40
96,40
94,40
92,40
90,40
88,40
86,40
84,40
82,39
81,37
80,35
79,33
78,31
77,29
76,27
75,25
74,23
72,21
71,19
70,17
69,15
67,14
65,14
63,14
61,15
59,16
58,18
58,20
58,22
59,24
60,26
61,28
62,30
63,32
64,34
65,36
66,38
66,40
67,42
68,44
69,46
70,48
71,50
72,52
73,54
74,56
75,58
76,60
77,62
78,64
79,66
80,68
81,70
82,72
83,74
84,76
85,78
86,80
87,82
88,84
89,86
90,88
91,90
92,92
93,94
94,96
95,98
97,99
99,101
104,81
103,79
102,77
101,75
100,73
99,71
98,69
97,67
96,65
95,63
94,61
93,59
91,57
90,55
92,55
94,55
96,55
98,55
100,55
102,55
104,55
106,55
108,55
110,55
112,55
112,56
112,58
111,60
110,62
109,64
109,66
108,68
107,70
107,72
106,74
105,76
105,78
104,80
