69,94
71,95
73,95
75,95
77,95
79,95
81,95
83,95
85,95
87,95
89,95
91,95
93,95
95,95
97,95
99,95
101,95
103,95
105,95
107,95
109,95
111,95
113,95
115,95
117,95
119,95
121,95
123,95
125,95
127,95
129,95
131,95
133,95
135,95
137,95
139,95
141,95
143,95
145,95
147,95
149,95
151,95
153,95
155,95
157,95
159,95
161,93
161,91
161,89
161,87
160,85
159,83
157,83
155,83
153,83
151,83
149,83
147,83
145,83
143,83
141,83
139,83
137,83
135,83
133,83
131,83
129,83
127,83
125,83
124,82
124,80
124,78
124,76
124,74
124,72
124,70
124,68
124,66
124,64
124,62
124,60
124,58
124,56
124,54
124,52
124,50
124,48
124,46
124,44
124,42
124,40
124,38
124,36
124,34
124,32
124,30
124,28
124,26
124,24
124,22
124,20
124,18
124,16
124,14
124,12
124,10
123,8
121,7
119,7
117,7
115,7
113,8
112,10
111,12
111,14
111,16
111,18
111,20
111,22
111,24
111,26
111,28
111,30
111,32
111,34
111,36
111,38
111,40
111,42
111,44
111,46
111,48
111,50
111,52
111,54
111,56
111,58
111,60
111,62
111,64
111,66
111,68
111,70
111,72
111,74
111,76
111,78
111,80
111,82
110,83
108,83
106,83
104,83
102,83
100,83
98,83
96,83
94,83
92,83
90,83
88,83
86,83
84,83
82,83
80,83
78,83
76,83
74,83
72,83
70,83
69,85
68,87
68,89
68,91
68,93
