88,95
90,96
92,96
94,96
96,96
98,96
100,96
102,96
104,96
106,96
108,96
110,96
112,96
114,96
116,96
118,96
120,96
122,96
124,96
126,96
128,96
130,96
132,96
134,96
136,96
138,96
140,96
142,96
144,96
146,96
148,95
150,93
150,91
150,89
150,87
150,85
148,83
146,83
144,83
142,83
140,83
138,83
136,83
134,83
132,83
130,83
128,83
126,83
124,83
122,83
120,83
118,83
116,83
114,83
112,83
110,83
108,83
106,83
104,83
102,83
100,83
100,81
100,79
100,77
100,75
100,73
100,71
100,69
100,67
100,65
100,63
100,61
101,60
103,60
105,60
107,60
109,60
111,60
113,60
115,60
117,60
119,60
121,60
123,60
125,60
127,60
129,60
131,60
133,60
135,60
137,60
139,60
141,60
143,60
145,60
147,60
149,59
149,57
149,55
149,53
149,51
149,49
148,47
146,47
144,47
142,47
140,47
138,47
136,47
134,47
132,47
130,47
128,47
126,47
124,47
122,47
120,47
118,47
116,47
114,47
112,47
110,47
108,47
106,47
104,47
102,47
100,47
99,46
99,44
99,42
99,40
99,38
99,36
99,34
99,32
99,30
99,28
99,26
99,24
100,23
102,23
104,23
106,23
108,23
110,23
112,23
114,23
116,23
118,23
120,23
122,23
124,23
126,23
128,23
130,23
132,23
134,23
136,23
138,23
140,23
142,23
144,23
146,23
148,23
150,22
150,20
150,18
150,16
150,14
149,12
147,12
145,12
143,12
141,12
139,12
137,12
135,12
133,12
131,12
129,12
127,12
125,12
123,12
121,12
119,12
117,12
115,12
113,12
111,12
109,12
107,12
105,12
103,12
101,12
99,12
97,12
95,12
93,12
91,12
89,13
87,15
87,17
87,19
87,21
87,23
87,25
87,27
87,29
87,31
87,33
87,35
87,37
87,39
87,41
87,43
87,45
87,47
87,49
87,51
87,53
87,55
87,57
87,59
87,61
87,63
87,65
87,67
87,69
87,71
87,73
87,75
87,77
87,79
87,81
87,83
87,85
87,87
87,89
87,91
87,93
