84,96
86,97
88,97
90,97
92,97
94,97
96,97
98,97
100,97
102,97
104,97
106,97
108,97
110,97
112,97
114,97
116,97
118,97
120,97
122,97
124,97
126,97
128,97
130,97
132,97
134,97
136,97
138,97
140,97
142,97
144,97
146,97
148,97
150,97
152,97
154,96
156,95
156,93
156,91
156,89
156,87
154,85
152,84
150,84
148,84
146,84
144,84
142,84
140,84
138,84
136,84
134,84
132,84
130,84
129,83
129,81
129,79
129,77
129,75
129,73
129,71
129,69
129,67
129,65
129,63
129,61
129,59
129,57
129,55
129,53
129,51
129,49
129,47
129,45
129,43
129,41
129,39
129,37
129,35
129,33
129,31
128,29
128,27
128,25
127,23
127,21
127,19
125,18
123,17
121,16
119,15
117,14
115,14
113,14
111,14
109,14
107,14
105,14
103,14
101,14
99,14
97,14
95,16
93,18
92,20
90,22
88,24
87,26
86,28
85,30
83,32
83,34
82,36
82,38
82,40
82,42
82,44
84,46
86,46
88,46
90,46
92,46
94,44
94,42
95,40
95,38
96,36
97,34
99,32
101,30
103,28
104,26
106,25
108,25
110,27
112,27
113,29
114,31
115,33
115,35
116,37
116,39
116,41
116,43
116,45
116,47
116,49
116,51
116,53
116,55
116,57
116,59
116,61
116,63
116,65
116,67
116,69
116,71
116,73
116,75
116,77
116,79
116,81
116,83
115,84
113,84
111,84
109,84
107,84
105,84
103,84
101,84
99,84
97,84
95,84
93,84
91,84
89,84
87,84
85,84
83,86
83,88
83,90
83,92
83,94
