85,98
87,99
89,99
91,99
93,99
95,99
97,98
98,96
99,94
100,92
101,90
102,88
103,86
104,84
105,82
106,80
107,78
108,76
109,74
111,72
112,70
113,68
114,66
115,64
116,62
117,60
118,58
119,56
120,54
121,52
122,50
123,48
124,46
124,48
124,50
124,52
124,54
124,56
124,58
124,60
124,62
124,64
124,66
124,68
124,70
124,72
124,74
124,76
124,78
124,80
124,82
124,84
124,86
124,88
124,90
124,92
124,94
126,96
128,98
130,98
132,98
134,98
136,98
138,98
140,96
140,94
141,92
141,90
141,88
141,86
141,84
141,82
141,80
141,78
141,76
141,74
141,72
141,70
141,68
141,66
141,64
141,62
141,60
141,58
141,56
141,54
141,52
141,50
141,48
141,46
141,44
141,42
141,40
141,38
141,36
141,34
141,32
141,30
141,28
141,26
141,24
141,22
141,20
141,18
141,16
141,14
141,12
139,10
137,10
135,10
133,10
131,10
129,10
127,11
125,12
123,12
121,14
120,16
119,18
118,20
117,22
116,24
115,26
114,28
113,30
112,32
110,34
109,36
108,38
107,40
106,42
105,44
104,46
103,48
102,50
101,52
100,54
99,56
98,58
97,60
95,62
94,64
93,66
92,68
91,70
91,70
91,68
91,66
91,64
91,62
91,60
91,58
91,56
91,54
91,52
91,50
91,48
91,46
91,44
91,42
91,40
91,38
91,36
91,34
91,32
91,30
91,28
91,26
91,24
91,22
91,20
91,18
91,16
91,14
90,12
89,10
87,9
85,9
83,9
81,9
79,9
77,9
75,11
75,13
75,15
75,17
75,19
75,21
75,23
75,25
75,27
75,29
75,31
75,33
75,35
75,37
75,39
75,41
75,43
75,45
75,47
75,49
75,51
75,53
75,55
75,57
75,59
75,61
75,63
75,65
75,67
75,69
75,71
75,73
75,75
75,77
75,79
75,81
75,83
75,85
75,87
75,89
75,91
75,93
75,95
76,97
78,98
80,98
82,98
84,98
