117,93
119,94
121,94
123,94
125,94
127,94
129,94
131,94
133,94
135,93
137,92
137,90
137,88
137,86
137,84
137,82
136,80
134,80
132,80
130,80
128,80
126,80
124,80
122,80
120,78
118,78
117,77
115,76
113,76
111,75
109,74
107,72
105,70
103,69
101,67
100,65
99,63
98,61
98,59
98,57
98,55
98,53
98,51
98,49
98,47
98,45
98,43
98,41
98,39
98,37
98,35
99,33
101,32
103,31
105,31
107,31
109,32
111,32
113,33
115,33
117,33
119,34
121,34
123,34
125,35
126,37
128,39
129,41
129,43
129,45
129,47
128,47
126,47
124,47
122,47
120,47
118,47
116,47
114,47
112,48
112,50
112,52
112,54
112,56
112,58
114,60
116,60
118,60
120,60
122,60
124,60
126,60
128,60
130,60
132,60
134,60
136,59
138,58
140,57
142,56
142,54
142,52
142,50
142,48
142,46
142,44
141,42
141,40
141,38
141,36
140,34
139,32
137,30
136,28
134,26
132,25
130,24
128,22
126,22
124,21
122,20
120,20
118,20
116,20
114,20
112,20
110,20
108,20
106,20
104,20
102,20
100,20
98,20
96,20
94,21
92,22
90,24
88,26
87,28
86,30
86,32
86,34
86,36
86,38
86,40
86,42
86,44
86,46
86,48
86,50
86,52
86,54
86,56
86,58
86,60
86,62
86,64
86,66
86,68
86,70
87,72
88,74
88,76
89,78
91,80
93,82
95,84
97,85
99,87
101,89
103,89
105,90
107,91
109,91
110,93
112,93
114,93
116,93
