102,97
104,98
106,98
108,98
110,98
112,98
114,98
116,98
118,98
120,98
122,98
124,98
126,98
128,98
130,98
132,98
134,98
136,98
138,98
140,97
142,96
144,96
146,96
148,95
150,93
151,91
153,89
153,87
153,85
153,83
153,81
153,79
153,77
153,75
153,73
153,71
153,69
152,67
152,65
152,63
152,61
151,59
150,57
150,55
150,53
149,51
149,49
148,47
148,45
147,43
147,41
146,39
146,37
146,35
145,33
145,31
143,29
143,27
144,26
145,24
147,23
149,23
151,23
153,22
155,22
157,21
159,19
161,17
163,15
163,13
163,11
163,9
162,7
160,7
158,7
156,7
154,8
152,8
150,9
148,9
146,10
144,10
142,11
140,11
138,13
136,14
134,15
132,14
130,13
128,12
126,12
124,11
122,11
120,11
118,11
116,11
114,11
112,11
110,11
108,11
106,11
104,11
102,11
100,12
98,12
96,13
94,15
92,17
90,19
89,21
88,23
87,25
85,27
85,29
83,31
83,33
82,35
81,37
80,39
79,41
79,43
79,45
79,47
79,49
79,51
79,53
79,55
79,57
79,59
79,61
79,63
79,65
79,67
79,69
79,71
79,73
79,75
79,77
79,79
79,81
80,83
80,85
81,87
82,89
84,91
86,93
88,95
90,97
92,97
94,97
96,97
98,97
100,97
99,86
97,85
95,85
94,83
93,81
92,79
92,77
92,75
92,73
92,71
92,69
92,67
92,65
92,63
92,61
92,59
92,57
92,55
92,53
92,51
93,49
93,47
93,45
95,44
95,42
95,40
96,38
97,36
97,34
97,32
99,31
100,29
102,27
103,26
105,25
107,24
109,24
111,23
113,22
115,22
117,22
119,22
121,22
123,24
124,25
125,27
127,28
128,30
129,32
131,34
133,36
133,38
134,40
134,42
136,44
136,46
137,48
137,50
138,52
138,54
139,56
139,58
139,60
140,62
140,64
140,66
140,68
140,70
140,72
140,74
140,76
140,78
140,80
139,82
139,84
137,84
135,85
133,86
131,86
129,86
127,86
125,86
123,86
121,86
119,86
117,86
115,86
113,86
111,86
109,86
107,86
105,86
103,86
101,86
